Title,Date,Day,Start Time,End Time,Time Zone,Price (£),Availability,Event Status,Address,Details,Instructions
DYLAN CHOREOGRAPHY - 'INTO YOU' [BY ARIANA GRANDE]',2023-03-12,Sunday,5pm,7pm,GMT,16.00,N/A,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
JHO CHOREOGRAPHY - 'MOVE' [BY BEYONCÉ],2023-03-13,Monday,7pm,9pm,GMT,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/4Mgwm79vsCs
[0:00 - 0:45)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NCT 127 - 'AY-YO',2023-03-14,Tuesday,7pm,9pm,GMT,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://drive.google.com/drive/folders/18g1T8yq32va_6hQByvbIR2fh400IE_y1
Edited version.
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SUNNY - 'CHOREOGRAPHY CLASS',2023-03-14,Tuesday,7pm,9pm,GMT,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
PRODUCE48 - 'SORRY NOT SORRY' [BY DEMI LOVATO],2023-03-15,Wednesday,7pm,9pm,GMT,16.00,N/A,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/U4WnJ9BAGBg
[0:34 - 1:15]
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
4MINUTE - 'CRAZY' [BEGINNERS CLASS],2023-03-18,Saturday,2pm,4pm,GMT,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/2qJPDmUhPIM
[0:27 - 1:16)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NEWJEANS - 'HYPE BOY',2023-03-18,Saturday,4:15pm,6:15pm,GMT,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/9JcJ5E1BloU
[0:47 - 1:31]
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SHANISE X DOMINIC - 'CHOREOGRAPHY CLASS',2023-03-19,Sunday,1pm,3pm,GMT,18.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NEVIN - 'CHOREOGRAPHY CLASS',2023-03-19,Sunday,3pm,5pm,GMT,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
DYLAN - 'CHOREOGRAPHY CLASS',2023-03-19,Sunday,5pm,7pm,GMT,16.00,Only 1 space left,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
JYPn - 'PRESS' [CHOREOGRAPHY BY SAMANTHA LONG X EOM TAEWOONG],2023-03-20,Monday,7pm,9pm,GMT,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/-W5DX1GicIU
[0:00 - 0:37 + 1:14 - 1:18)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","*Please bring a pair of knee pads!!

Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
JHO CHOREOGRAPHY - 'THE ONE' [BY MARY J BLIGE FT. DRAKE],2023-03-21,Tuesday,7pm,9pm,GMT,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/rQpAFG3aNAo
[0:00 - 0:34)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
MAVE: - 'PANDORA',2023-03-21,Tuesday,7pm,9pm,GMT,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
IZ*ONE - 'VIOLETA',2023-03-22,Wednesday,7pm,9pm,GMT,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/Z8_aiEDLoY4
[1:00 - 1:32]
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
BILLLIE - '16 SHOTS' [CHOREOGRAPHY BY DOHEE],2023-03-25,Saturday,2pm,4pm,GMT,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/ZW7BPDLBLFg
[0:30 - 1:14)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
TWICE - 'SET ME FREE',2023-03-25,Saturday,4:15pm,6:15pm,GMT,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NEVIN + SHANISE 'RETEACH' - 'CHOREOGRAPHY CLASS',2023-03-26,Sunday,1pm,4:30pm,BST,25.00,Fully booked,Confirmed,N/A,"CLASS 1: NEVIN CHOREOGRAPHY - 'MONALISA' [BY LOJAY X SARZ X CHRIS BROWN]
CLASS 2: SHANISE CHOREOGRAPHY - 'YIKES' [BY NICKI MINAJ] [Beginner / Intermediate]
EACH CLASS WILL BE 1 HOUR 45 MINUTES.
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NEVIN X SHANISE COLLAB - 'CHOREOGRAPHY CLASS',2023-03-26,Sunday,4:30pm,7pm,BST,25.00,Fully booked,Confirmed,N/A,"NEVIN AND SHANISE WILL BE TEACHING A 2.5 HOURS COLLAB WORKSHOP.
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
"ENHYPEN JUNGWON - 'I'LL SHOW YOU"" [CHOREOGRAPHY BY ALEXANDER CHUNG]",2023-03-27,Monday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/4ihlqY30BZ8
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
TXT - 'SUGAR RUSH RIDE',2023-03-28,Tuesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
XG - 'LEFT RIGHT',2023-03-28,Tuesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/RB1i1MLYeQ4
[0:48 - 1:21]
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
HYUNA - 'BABE',2023-03-29,Wednesday,7pm,9pm,BST,16.00,N/A,Event Cancelled,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NMIXX - 'LOVE ME LIKE THIS',2023-04-01,Saturday,2pm,4pm,BST,16.00,N/A,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/X28uGaImYNs
[2:16 - 3:09)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SUNNY CHOREOGRAPHY - 'RIHANNA SUPERBOWL 2023' [WE FOUND LOVE + RUDE BOY],2023-04-01,Saturday,4:15pm,6:15pm,BST,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SHANISE X DOMINIC COLLAB CHOREOGRAPHY - 'CLOCKWORK',2023-04-02,Sunday,2pm,4pm,BST,18.00,N/A,Confirmed,N/A,"DANCE REFERENCE:
https://www.instagram.com/reel/CqHA77HpK3J/?utm_source=ig_web_copy_link
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
XG - 'LEFT RIGHT' [CHORUS] [1.5HR BEGINNERS K-POP CLASS],2023-04-02,Sunday,4pm,5:30pm,BST,13.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/RB1i1MLYeQ4
[0:52 - 1:20)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
BLACKPINK - 'PRETTY SAVAGE' [1.5HR BEGINNERS K-POP CLASS],2023-04-02,Sunday,5:30pm,7pm,BST,13.00,Only 3 spaces left,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/gU2HqP4NxUs
[0:54 - 1:35)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
KAI - 'ROVER' [CHORUS + 2ND VERSE],2023-04-03,Monday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NEWJEANS - 'ATTENTION',2023-04-04,Tuesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SEVENTEEN - 'CHEERS',2023-04-04,Tuesday,7pm,9pm,BST,16.00,Only 3 spaces left,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
XG - 'SHOOTING STARS' [PRE-CHORUS +CHORUS],2023-04-05,Wednesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/NNooo5vox8o
[0:40 - 1:22)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
AESPA - 'SALTY & SWEET',2023-04-08,Saturday,2pm,4pm,BST,16.00,Only 2 spaces left,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/w5Y6FtngQ1w
[0:28 - 1:13)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
LISA - 'MONEY' [BORN TOUR REMIX LEE JUNG LEE CHOREO + DANCE BREAK],2023-04-08,Saturday,4:15pm,6:15pm,BST,16.00,N/A,Confirmed,N/A,"DANCE REFERENCE:
https://youtu.be/xZ1-h6sm-LY
[4:13 - 4:55)
Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NEVIN - 'CHOREOGRAPHY CLASS' [BEGINNERS / INTERMEDIATE],2023-04-09,Sunday,1pm,3pm,BST,16.00,Fully booked,Confirmed,N/A,"Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
